Reason,PHate,Site,PostID,Title,Content,Comments,GalleryID,PostURL,Source,Keyword,Comment
Comment Hate,0.9055693909847162,,2662390,,,,,,,,@글쓴 아갤러(118.218) 구글드라이브가 더편하다는거는 그냥 안써봐서 그런거임 아이클라우드가 훨신편함 애플워치 갤워치도 써봤으면 비교하는거 자체가 말이안됌 디스플레이 갤럭시가 매번 한두세대 떨어진거 쓸때 최신공정 가져다쓰고 카메라 센서 수년동안 우려먹을때 아이폰은 매년 업그레이드해줌 진동모터는 말할것도없고 기능적으로 갤럭시가 좋은것도있는데 아이폰만의 장점도 분명하다
Comment Hate,0.8535987753615499,,2662390,,,,,,,,@아갤러1(124.52) 갤은 일단보급형인a거르고 불안정한 폴더블 거르고하면 s라인만 남아서 이쪽도 기기얼마없음. 17돼서야 겨우 드디어 시팔 드디어 일반모델에 120됐누 시벌.. 내가 아이폰쓴이유는 걍 이뻐서가 끝임. 적응도됐고. 갤잠깐다시갔을때도 뭐 불만족인건없었음 근데 들고다닐때뭔가아재폰들고다니는기분이었고 어떤폰겜을 애플로그인으로해버려서 묶이기도했고 그래서임
Comment Hate,0.8624974421539131,,2662390,,,,,,,,@아갤러1(124.52) 지금 돈 좀없는데  확실하게 여유있게 1000쯤모으면 갤럭시 새걸로사게 ㅇㅇ 지금사면은 시팔 잔고가 거의 다없어져서 안됨 ㅋㅋ 찐빠고뭐고 결국 사용에 버벅이지만않으면 난 ㄱㅊ음. 뭐 소리로했을때 타자소리갑자기 커지는건 ㅈ같
Content Hate,0.8850614013127703,DCINSIDE,2662348,Xs랑아이폰에어 중에,뭐가 더 카메라 좋음? ㅇㅇ,광학줌 빼면 에어,iphone,https://gall.dcinside.com/board/view/?id=iphone&no=2662348&s_type=search_subject_memo&s_keyword=아이폰&page=2,dc,아이폰,
Content Hate,0.8889691373063854,DCINSIDE,2662328,오늘아이폰샀는데 이거 왜이러냐,홀드를 눌러도 화면이 안꺼지고 살짝 꺼진상태에서 날짜랑 시간이 계속 나와는데 이거 왜 안꺼짐? 스탠바이인가 뭔가 그거 설정가서 껐는데도 이지랄이네,aod아님? 설정-화면 상시표시 검색 ㄱㄱ ||| 됐땅 떙큐,iphone,https://gall.dcinside.com/board/view/?id=iphone&no=2662328&s_type=search_subject_memo&s_keyword=아이폰&page=2,dc,아이폰,
Comment Hate,0.904588045395962,,155167884,,,,,,,,ㅇㅇ 15/16은 카메라 빼곤 폼팩터 재탕임
Content Hate,0.8575152541763613,ARCALIVE,154776836,케이블 질문 입니다.,"제가 아이폰을 13 프로를 쓰는데 충전과 pc 연결에 쓰는 케이블이 맛이 가려고 해서 새로 하나 사려고 하거든요. 그런데 애플 스토어를 보니 일반 케이블이 있고, 재휴를 맺은 건 지 가격 차이가 얼마 안 나는 beats 우븐 케이블 이라는 게 있던데 차이가 뭐고 어느 걸 사는 게 나은 지 알고 싶습니다.",비츠도 애플 자회사라 디자인 맘에들면 그거 사심됨 ||| 기본 스펙은 똑같은거같고 비츠쪽이 0.5m 더 기네요.  근데 13프로면 라이트닝이라 우븐 케이블 못 쓸텐데 ||| 우븐도 c to 라이트닝이 있더라고요. 그런데 디자인이랑 겉 재질 차이 말고 다른 차이는 없는 건 가요? ||| 그냥 케이블만 사시는거면 mfi인증 케이블 아무거나 사셔도됨  어차피 충전속도같은건 어댑터 스펙이 더 중요해서,apple,https://arca.live/b/apple/154776836?target=all&keyword=%EC%95%84%EC%9D%B4%ED%8F%B0&p=1,arca,아이폰,
Comment Hate,0.867347298547187,,154677338,,,,,,,,스피커가 ㅂㅅ이긴햐
Comment Hate,0.8759502205666536,,154677338,,,,,,,,카메라도 영
Comment Hate,0.9026582046409445,,152685076,,,,,,,,폰겜 아예안함
Content Hate,0.8542370973902114,ARCALIVE,152004665,아이폰17 시리즈 실물보고옴,17프로<< 플래토쪽에 칠벗겨진 기스 약간 있음 ㅋㅋ 디자인도 프로중에 최악인듯 17 일반>>깔끔하고 가볍고 ㄱㅊ한듯 17에어<< ㄹㅇ 이쁨 가볍고 화면크고 옆라인이 ㅈㄴ고급스러움 옛날 xs 느낌 약간남 소리랑 카메라는 환경때문에 제대로 못듣겠어서 패스.. 암튼난 다음세대에도 에어나오면 바로 폰바꿀듯 디자인이랑 무게감이 ㄹㅇ ㅆㅅㅌㅊ..,에어 살거면 다음 세대 사라 이번거 존나 실험작임 ||| 절대안사지 프로토타입인디 ||| 안 나오지 않을까...? ||| 일반 진짜 괜찮았음 ||| ㄹㅇ 나쁘지않게 나온듯 ||| 다음에 나올지는 모르겠는데 실사용자로서 매우 만족중 14 프맥에서 갈아탔는데 개좋음,apple,https://arca.live/b/apple/152004665?target=all&keyword=%EC%95%84%EC%9D%B4%ED%8F%B0&p=1,arca,아이폰,
Comment Hate,0.8644661718534665,,151170673,,,,,,,,18 ㄱ
Content Hate,0.8972772838445134,ARCALIVE,150397351,아이폰 에어2나오면,제발 쓰잘데기없이 스피커를 하나더달거나 카메라업글해서 무게 늘리지마라 팀꾹똥게이년아 에어사는애들 대부분은 가벼워서사는거니 무게줄이는걸로신경써라,포트 리스 와 카메라사양저하를 대가로 한 무게 추가 감소와 사진화질저하 감수도 가능할정도로? ||| 사진화질저하는 지금도 저하없음 무게위주로 해줬으면좋겠음 애플 십새들은 무게신경안쓰니까.. 카메라 스피커업글되면 바로 일반보다 훨씬무거워짐 포트리스는 애플기술력이안되서 불가능하고 ||| 카메라는 몰라도 스테레오정도는 됬으면,apple,https://arca.live/b/apple/150397351?target=all&keyword=%EC%95%84%EC%9D%B4%ED%8F%B0&p=1,arca,아이폰,
Comment Hate,0.8914589007908552,,149110782,,,,,,,,난 신지모루 3 in 1 사용 중인데 ㄹㅇ 대만족함
Content Hate,0.883685488285145,ARCALIVE,148982025,아이폰 미니가 더 가볍다구!,카메라도 더 많아!,아이폰 미니 유지해줬음 좋겠는데 안 하고 에어 만들려 하노ㅋㅋ,apple,https://arca.live/b/apple/148982025?target=all&keyword=%EC%95%84%EC%9D%B4%ED%8F%B0&p=1,arca,아이폰,
Content Hate,0.9212094364813264,ARCALIVE,147935549,아시폰에어 배터리는 걱정안됨,아이폰15프로보다 4시간더오래감 ㅋㅋ 애플식 구라일지 보면알겄지만.. 문제는 내구성하고 스피커 그리고 진동 햅틱모터임 실리콘케이스가 범퍼케이스로출시하는거보고 ㅈㄴ어이없더라..,말대로만 간다면 굳이 보조배터리를 출시했을까? ||| 모노 스피커는 너무 선 넘었지 ㄹㅇㅋㅋㅋㅋ 아이폰7보다 못한 건데 ||| 하지만 이쁘죠,apple,https://arca.live/b/apple/147935549?target=all&keyword=%EC%95%84%EC%9D%B4%ED%8F%B0&p=2,arca,아이폰,
Comment Hate,0.8767138377234457,,147896016,,,,,,,,"아무래도 단일 국가로 따지면 미국이 제일 많고, 젊은 사람과 부모 연령대가 프로 맥스를 선호하다 보니 그런듯"
Comment Hate,0.913228243701221,,147722497,,,,,,,,미국판이 한참 전부터 온리 E심이었는데 그거랑 헷갈린거 아님?
Comment Hate,0.8574458358275409,,147537086,,,,,,,,아무튼 노말 120 드디어 얻었으니 빨리 프로모션 아이패드 에어 미니 출시기원하죠
Comment Hate,0.8639690833729141,,147537086,,,,,,,,18에라도 플러스 부활했으면
Content Hate,0.8921132995307726,ARCALIVE,146201672,아이폰17에어 좀웃긴제품임,성능 배터리 카메라 죄다 다빼버리고 얇게만들면 뭐함? 성능은비슷하고 얇고 가볍게만들어야 업그레이드아님? 그나마 갤럭시엣지는 기본보다 카메라2억화소에 배터리도 일반보다 오래가는데..; 아이폰에어는 일반보다도 성능이안나올거같은데ㅋㅋ,"걍 미니 다시 부활시키지 ㄲㅂ ||| 25엣지 일반보다 배터리 타임 5시간 짧음 플립 6랑 동급임 ||| ? 대놓고 날조를 하네 폰으로 하루종일 게임만 돌릴 때 평균값도 아니고 최대값이 그 정도지 일상생활에선 그 정도 아니다 ||| 사견도 아니고 삼성닷컴 공식 스펙 가져온건데 날조같은 소리한다 ||| 엣지 리뷰보니까 같은 테스트에서 기본형보다 2시간 정도 짧은데?  그리고 기본보다 작은 배터리로 더 큰 화면을 켜는데 짧은게 정상이지 ||| 아니 상식적으로 얇고가벼운데 성능똑같고 배터리타임 길다는게 말이되냐? ㅋㅋㅋㅋ 뇌를 안거치고글적나 능지레전드노 그냥 ||| ㅋㅋㅋ 아 진짜 어이가없네  얇고가벼우면서 성능비슷하고 배터리오래가게 할 수 있으면 애초에 일반을 그렇게 출시하지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 엣지가 일반보다 오래 갈 수가 없음  배터리 용량은 100mAh 더 적은데 해상도는 QHD+에 화면 사이즈가 플러스랑 같을 정도로 큰 폰이 어떻게 FHD+에 소형 사이즈, 4000mAh인 일반 모델보다 더 오래감?",apple,https://arca.live/b/apple/146201672?target=all&keyword=%EC%95%84%EC%9D%B4%ED%8F%B0&p=2,arca,아이폰,
Title Hate,0.9434054064898117,ARCALIVE,146031219,맥북 듀얼모니터인 상태에서 아이폰 화면 미러링 할 때,위 사진의 미러링 기능으로 맥에 화면 미러링 하는데 나머지 모니터가 어두워지면서 사용이 불가능해집니다. 내장모니터에서는 아이폰을 미러링하고 나머지 외부모니터에서는 맥 화면을 띄우고 싶은데 이에 대한 내용을 찾기가 힘드네요. 아이폰미러링 앱을 사용하기엔 전체화면을 못하고 ㅈ만하게만 나와서 맘에 안들고.. 혹시 아는 분 있나요?,왜 미러링을 저걸로 함? 새로 나온 미러링 앱 쓰면 안됨? ||| 새로나온 미러링앱이뭐임??  그 쥐좇만한 크기 아이폰 미러링이야기하는거?,apple,https://arca.live/b/apple/146031219?target=all&keyword=%EC%95%84%EC%9D%B4%ED%8F%B0&p=2,arca,아이폰,
Content Hate,0.8759502205666536,ARCALIVE,145977083,아이폰 17 맥세이프 기존 액세서리 호환 안 되냐?,이거 링이랑 카메라 섬이랑 물아일체인데,저거 카메라섬 아래로 더 늘어나지는 않았을텐데,apple,https://arca.live/b/apple/145977083?target=all&keyword=%EC%95%84%EC%9D%B4%ED%8F%B0&p=2,arca,아이폰,
Comment Hate,0.8780912625156734,,145111401,,,,,,,,일단 외국판 폰 들고가면 주파수나 관련 어플 설치 등에서 애로사항이 꽃피는 건 거의 확정이라 현지용 폰 하나 사는게 좋을듯
Comment Hate,0.8522703084934824,,144345317,,,,,,,,비형으로 오는 이유가 머임? 폴드3이면 오래썻구만
Comment Hate,0.875279065486323,,144031660,,,,,,,,안드는 무선 쓰면 거진 다 안드기기에서는 버즈쓰는데 애플의 경우는 무선을 이어폰이 아니라 헤드폰으로 퉁 케이스도 비율이 꾀 높아
Title Hate,0.8521279683838461,ARCALIVE,143397183,2030안에 일반 120 헤르츠 나올려나,아이패드 멀티테스킹 강화는 나왔는데 아이폰 일반 120 주사율은 나오나,17 일반 120이라는 찌라시 있지 않았음? 구라로 밝혀졌나? ||| 찌라시 맞으면 좋겠네 ||| 좆쿡 60hz 보다 더 어메이징 한걸로 급나누기 할거 같은데 ||| ㅋㅋㅋ 이번엔 또 뭐로 급나누기 하려나 ||| 프로모션이라고 이름까지 붙여서 프로 전용으로 쭉놔둘거 같음 90hz로 올렸으면 올렸지,apple,https://arca.live/b/apple/143397183?target=all&keyword=%EC%95%84%EC%9D%B4%ED%8F%B0&p=2,arca,아이폰,
Comment Hate,0.9024594647682418,,143068154,,,,,,,,생태계는 애플인데 안드 a34 하나 새컨으로 사용중이고 의외로 유용함ㅋㅋㅋㅋㅋ
Comment Hate,0.8909768958162015,,142225121,,,,,,,,1gb도 안 남았으면 기기 자체가 문제 생길텐데 정리좀해라
Comment Hate,0.8768888929022786,,142207841,,,,,,,,너가 말한건 일반적인 초록줄 현상이고 내가 당한건 s20~21시리즈 결함임
Comment Hate,0.912944124486285,,142172003,,,,,,,,내가 근들갑 애플빠이긴한데 그걸감안해도 애플 이새끼들 super35짜리 시네마카메라 만들기만 해도 시장 때려잡을듯ㅇㅇ
Comment Hate,0.8755702209578777,,142172003,,,,,,,,저거 카메라랑 렌즈 연결하는 컨버터? 같은거는 시중에서 판매함? 아님 저거 연결하는 케이스에 같이 있는건가?
Comment Hate,0.9150463340734927,,142172003,,,,,,,,저거 전버전은 판매했었음. 다만 품절이고 이번껀 아예 안팔음. 걍 렌탈용. 그마저도 미국내 한정ㅇㅇ 따로 분리됨
Content Hate,0.8945790682114007,ARCALIVE,142141136,갤럭시에서 아이폰 후기,폰게임 안해서 한번 사면 오래 쓰는 타입인데 s20 병신같은게 지 혼자서 초록선 생기는거보고 갤럭시 좇같아져서 아이폰 써보려고 프로 샀는데 이거 뒤지게 무겁네 근데 또 일반 쓸바엔 갤럭시가 나은거 같고 하 ㅈㄴ 대가리아프다,혹시 아이폰 처음 써보는 거? 생태계 옮기는 애들은 보통 중고 아이폰으로 써보고 옮기는 것을 추천하곤 했는데 ||| 엉 처음써봐 그래서 일부러 공홈에서 샀음 ㅋㅋ 환불 된다길래 근데 내가 시계는 오토매틱 좋아해서 폰밖에 안쓸텐데 그럼 애플 메리트가 상당히 떨어지는거 같더라 ||| 묻지마 환불 되는 거 좋긴 하더라 써보고 결정해보셈 ||| ㅇㅋㅇㅋ 확실히 만듬새는 더 튼튼해보여서 맘에 드는데 손목때문에 ㅋㅋ ||| 갤쓰다가 아이폰하면 시발 이게 안 돼? 하는게 한둘이 아니긴해 잘 고민해보셈 ||| 근데 신기하게 생각보다 크게 안 된다고 느껴지는건 없는거 같은데 이상하게 렉이 걸리는 느낌임 주사율이 120같지 않다 그래야하나 ||| 가변주사율이니까 고정이 아님 ||| 갤럭시도 가변인데 게임같은건 안 하니까 모르겠는데 일반 스크롤은 갤럭시가 더 부드럽네 ||| 그야 애플 병신은 120hz를 거의 안쓰니까 그럼 가변 주사율을 ㅂㅅ같이 해놔서 120z가 필요할 땐 80hz로 보여주고 80hz로 보여줘도 부드러운 부분은 120hz로 보여줌 ||| 다른거 다 괜찮은데 이거 하나 때문에 ㅈㄴ 거슬림 아니 ㅅㅂ 게임도 안 하는데 성능 놔뒀다 뭐하는지 하... ||| 게임 실행하면 노래가 갑자기 끊긴다거나... ㄱ- ||| 16프로인가 15프로보다 무거워지긴 했지 ||| ㅇㅇ 16프로 좀 많이 무겁더라 ||| 난 오히려 아이폰쓰다 갤럭시쓰면 이게 안된다고싶은거 존나많던데 ||| 나도 20쓰는데 아이폰 넘어갈까 존나 고민중임ㅋㅋ 어떰? ||| 일단 마감이랑 만듦새는 아이폰이 확실히 더 좋은듯 근데 갤럭시 120hz랑 다르게 스크롤이 그렇게 부드럽지가 않은게 큰 단점 ||| 가변 주사율이라 그런가 아무래도 ||| ㅇㅇ 이게 보니깐 폰만 이런거 같음 배터리 타임때문인지 제한 빡세게 걸어둬서 좀... 버벅거려 보임,apple,https://arca.live/b/apple/142141136?target=all&keyword=%EC%95%84%EC%9D%B4%ED%8F%B0&p=2,arca,아이폰,
